Section Distance [km];Depth;Fluorescence;Estimated-Measured Fluorescence
4.58913;53.40200;0.12100;0.00095
4.58913;53.17540;0.12380;-0.00208
4.58913;53.27150;0.11520;0.00662
4.58913;53.60200;0.12450;-0.00234
4.62191;52.48890;0.12170;-0.00107
4.62191;52.41740;0.11160;0.00890
4.62191;52.08610;0.11940;0.00031
4.62191;52.10090;0.12390;-0.00415
4.62191;52.78310;0.12440;-0.00324
4.65469;51.16460;0.10880;0.00550
4.65469;51.56020;0.11230;0.00606
4.65469;51.61680;0.11610;0.00242
4.65469;51.43900;0.13250;-0.01536
4.65469;51.52890;0.12940;-0.01134
4.65469;52.02210;0.12280;-0.00317
4.68747;50.52290;0.10930;0.00003
4.68747;50.71260;0.10840;0.00182
4.68747;50.76000;0.11410;-0.00366
4.68747;50.81560;0.11110;-0.00037
4.68747;50.87410;0.11150;-0.00016
4.72025;49.46190;0.10570;-0.00503
4.72025;49.62060;0.10320;-0.00080
4.72025;49.82500;0.10520;-0.00058
4.72025;50.01010;0.11250;-0.00587
4.72025;50.18650;0.11300;-0.00520
4.72025;50.34430;0.10540;0.00314
4.75303;48.49350;0.10490;-0.00533
4.75303;48.76840;0.09950;0.00010
4.75303;49.05370;0.10070;-0.00135
4.75303;49.20660;0.09870;0.00052
4.75303;49.32830;0.10320;-0.00397
4.78581;47.35030;0.10120;-0.00291
4.78581;47.58520;0.09610;0.00204
4.78581;47.88820;0.09540;0.00274
4.78581;48.10950;0.10090;-0.00221
4.78581;48.33720;0.09420;0.00506
4.81859;46.15670;0.09320;0.00143
4.81859;46.53830;0.09770;-0.00181
4.81859;46.71360;0.10020;-0.00344
4.81859;46.90280;0.09610;0.00159
4.81859;47.04990;0.10070;-0.00228
4.85137;44.70190;0.08820;0.00208
4.85137;45.14720;0.09850;-0.00652
4.85137;45.47750;0.09170;0.00181
4.85137;45.61130;0.08910;0.00490
4.85137;45.67990;0.09610;-0.00201
4.85137;45.83530;0.09180;0.00249
4.88415;43.62080;0.08810;0.00113
4.88415;43.83880;0.08920;0.00005
4.88415;44.17090;0.08920;0.00023
4.88415;44.29400;0.09370;-0.00406
4.88415;44.45110;0.08640;0.00351
4.91693;42.48300;0.08880;-0.00162
4.91693;43.04160;0.08810;0.00043
4.91693;43.41160;0.09030;-0.00102
4.91693;43.48000;0.08900;0.00029
4.91693;43.44400;0.08810;0.00119
4.94971;41.44220;0.09260;-0.00641
4.94971;41.98600;0.08380;0.00319
4.94971;42.24470;0.08830;-0.00119
4.94971;42.28550;0.08510;0.00203
4.94971;42.06840;0.08910;-0.00207
4.94971;42.07180;0.08520;0.00183
4.98249;40.39660;0.09640;-0.00987
4.98249;40.80800;0.08370;0.00218
4.98249;41.10970;0.08520;0.00042
4.98249;41.18060;0.08220;0.00356
4.98249;41.15970;0.08230;0.00342
5.01527;39.71630;0.08030;0.00198
5.01527;39.88540;0.08660;-0.00299
5.01527;40.14500;0.08580;-0.00014
5.01527;40.24020;0.08880;-0.00238
5.01527;40.30920;0.07970;0.00705
5.04805;38.53070;0.07940;0.00091
5.04805;38.68650;0.08080;-0.00021
5.04805;38.76620;0.08380;-0.00308
5.04805;39.04980;0.08150;-0.00073
5.04805;39.29460;0.07760;0.00321
5.04805;39.56820;0.08070;0.00049
5.08083;37.30010;0.07940;-0.00246
5.08083;37.50650;0.07860;-0.00094
5.08083;37.74260;0.07770;0.00079
5.08083;38.01030;0.07990;-0.00050
5.08083;38.26500;0.08180;-0.00193
5.11361;35.83920;0.07560;-0.00064
5.11361;36.15010;0.07500;0.00039
5.11361;36.56600;0.07710;-0.00115
5.11361;37.01240;0.07330;0.00320
5.11361;37.14120;0.07670;-0.00005
5.14639;35.03080;0.07160;0.00068
5.14639;35.47120;0.07310;0.00093
5.14639;35.96520;0.07570;-0.00045
5.14639;36.09320;0.07670;-0.00127
5.14639;36.00360;0.07700;-0.00170
5.17917;34.04040;0.07120;-0.00139
5.17917;34.20940;0.07250;-0.00228
5.17917;34.42430;0.07060;0.00014
5.17917;34.56510;0.06930;0.00178
5.17917;34.67980;0.07080;0.00056
5.17917;34.86840;0.07270;-0.00089
5.21194;33.35390;0.06710;0.00125
5.21194;33.42360;0.06740;0.00111
5.21194;33.70170;0.06910;0.00005
5.21194;33.85150;0.06780;0.00169
5.21194;33.97970;0.06940;0.00038
5.24472;32.88730;0.06720;0.00187
5.24472;32.83230;0.06240;0.00674
5.24472;32.98660;0.06760;0.00134
5.24472;33.08980;0.07070;-0.00190
5.24472;33.30510;0.06910;-0.00058
5.27750;32.64890;0.07060;-0.00112
5.27750;32.63990;0.06940;0.00009
5.27750;32.61600;0.07360;-0.00408
5.27750;32.74010;0.06740;0.00197
5.27750;32.89860;0.06850;0.00067
5.31028;32.38550;0.07710;-0.00799
5.31028;32.31580;0.06870;0.00017
5.31028;32.39390;0.06670;0.00244
5.31028;32.34880;0.06940;-0.00042
5.31028;32.43530;0.06900;0.00028
5.31028;32.46130;0.06830;0.00107
5.34306;31.99740;0.07010;-0.00226
5.34306;32.04950;0.06610;0.00192
5.34306;32.18010;0.07410;-0.00562
5.34306;32.27280;0.06800;0.00080
5.34306;32.32310;0.06750;0.00148
5.37584;32.09010;0.06920;-0.00097
5.37584;32.15040;0.07480;-0.00636
5.37584;31.97190;0.06860;-0.00079
5.37584;31.86900;0.06600;0.00144
5.37584;31.91840;0.06670;0.00092
5.40862;31.41610;0.06580;0.00089
5.40862;31.28450;0.06790;-0.00138
5.40862;31.03860;0.06690;-0.00069
5.40862;31.18940;0.07080;-0.00440
5.40862;31.70320;0.06630;0.00075
5.44140;30.44430;0.07060;-0.00502
5.44140;30.49440;0.06340;0.00224
5.44140;30.38680;0.06580;-0.00028
5.44140;30.46410;0.06600;-0.00039
5.44140;30.79380;0.06270;0.00328
5.44140;31.29940;0.06340;0.00320
5.47418;29.63530;0.06200;0.00325
5.47418;29.83330;0.06560;-0.00031
5.47418;29.68820;0.06430;0.00096
5.47418;29.76450;0.06430;0.00098
5.47418;30.14170;0.06360;0.00175
5.50696;28.80280;0.06110;0.00286
5.50696;28.90990;0.06870;-0.00449
5.50696;28.84380;0.06430;-0.00025
5.50696;28.98890;0.06540;-0.00101
5.50696;29.43360;0.06590;-0.00060
5.53974;27.73580;0.06430;-0.00197
5.53974;27.93700;0.06360;-0.00100
5.53974;28.06960;0.06260;0.00018
5.53974;28.37050;0.06190;0.00131
5.53974;28.62160;0.06300;0.00061
5.57252;26.60880;0.06390;-0.00230
5.57252;26.87260;0.05990;0.00196
5.57252;27.18050;0.06740;-0.00534
5.57252;27.40150;0.05640;0.00579
5.57252;27.54300;0.06410;-0.00183
5.60530;25.29850;0.05640;0.00263
5.60530;25.55180;0.06170;-0.00203
5.60530;25.93430;0.06340;-0.00275
5.60530;26.22460;0.06360;-0.00237
5.60530;26.44160;0.06060;0.00085
5.60530;26.48590;0.05810;0.00339
5.63808;24.40560;0.05860;0.00408
5.63808;24.74120;0.05890;0.00263
5.63808;24.92190;0.05950;0.00121
5.63808;25.11820;0.05670;0.00312
5.63808;25.17080;0.06240;-0.00282
5.67086;23.29480;0.05670;0.00273
5.67086;23.67190;0.05690;0.00424
5.67086;23.81790;0.09140;-0.02996
5.67086;23.82580;0.06100;0.00045
5.67086;24.05250;0.06060;0.00132
5.70364;21.72690;0.05550;-0.00027
5.70364;22.31020;0.05800;-0.00190
5.70364;22.44810;0.05570;0.00064
5.70364;22.31720;0.05700;-0.00089
5.70364;22.35300;0.05750;-0.00133
5.70364;22.81940;0.05450;0.00260
5.73642;20.75410;0.05530;-0.00146
5.73642;21.05070;0.05340;0.00110
5.73642;21.13340;0.05290;0.00171
5.73642;21.01280;0.05590;-0.00148
5.73642;21.22480;0.05380;0.00091
5.76920;20.04440;0.05270;-0.00055
5.76920;20.02960;0.05320;-0.00109
5.76920;19.91950;0.05120;0.00058
5.76920;20.04290;0.05520;-0.00305
5.76920;20.30720;0.05500;-0.00215
5.80198;19.35150;0.05240;-0.00227
5.80198;19.44950;0.05050;-0.00008
5.80198;19.48160;0.04660;0.00391
5.80198;19.62810;0.05020;0.00074
5.80198;19.81600;0.05000;0.00149
5.83476;19.24000;0.04850;0.00163
5.83476;19.29020;0.05160;-0.00148
5.83476;19.22590;0.04850;0.00164
5.83476;19.14860;0.05190;-0.00174
5.83476;19.17720;0.04620;0.00395
5.83476;19.23380;0.04900;0.00113
5.86754;18.87480;0.04920;0.00108
5.86754;18.79150;0.05010;0.00021
5.86754;18.64120;0.04950;0.00086
5.86754;18.74400;0.05300;-0.00268
5.86754;19.05080;0.04810;0.00213
5.90032;18.26980;0.04740;0.00282
5.90032;18.47470;0.05040;0.00005
5.90032;18.61440;0.05210;-0.00170
5.90032;18.70410;0.04990;0.00048
5.90032;18.92520;0.05430;-0.00399
5.93309;18.21400;0.05090;-0.00071
5.93309;18.21280;0.05190;-0.00171
5.93309;18.18560;0.05520;-0.00505
5.93309;18.05750;0.05070;-0.00072
5.93309;18.13740;0.04830;0.00179
5.96587;17.60880;0.05080;-0.00137
5.96587;17.55670;0.05220;-0.00284
5.96587;17.66070;0.04730;0.00220
5.96587;17.87390;0.04650;0.00328
5.96587;18.08470;0.04870;0.00136
5.99865;17.08390;0.04750;0.00184
5.99865;17.29360;0.05100;-0.00163
5.99865;17.40920;0.04980;-0.00041
5.99865;17.63610;0.05000;-0.00047
5.99865;17.66930;0.04700;0.00257
6.03143;15.81490;0.04880;-0.00023
6.03143;16.18530;0.04590;0.00301
6.03143;16.67860;0.04910;0.00023
6.03143;16.88530;0.04900;0.00037
6.03143;16.77950;0.04870;0.00065
6.03143;16.90860;0.05090;-0.00153
6.06421;15.00170;0.04680;0.00067
6.06421;15.51290;0.05120;-0.00299
6.06421;15.92540;0.04540;0.00332
6.06421;15.84770;0.05070;-0.00206
6.06421;15.68950;0.04760;0.00087
6.09699;14.28900;0.04660;0.00005
6.09699;14.48540;0.04920;-0.00233
6.09699;14.75670;0.04500;0.00217
6.09699;14.80990;0.04530;0.00193
6.09699;14.79520;0.04940;-0.00219
6.12977;13.34810;0.04680;-0.00093
6.12977;13.51900;0.04460;0.00140
6.12977;13.93810;0.04670;-0.00037
6.12977;14.17390;0.04510;0.00148
6.12977;14.23190;0.04640;0.00025
6.16255;12.60180;0.04510;0.00062
6.16255;12.92010;0.04550;0.00012
6.16255;13.19520;0.04480;0.00102
6.16255;13.28490;0.04560;0.00029
6.16255;13.27570;0.04290;0.00298
6.19533;11.67670;0.04140;0.00481
6.19533;11.84860;0.04340;0.00265
6.19533;12.19520;0.04620;-0.00032
6.19533;12.46440;0.04640;-0.00060
6.19533;12.55340;0.04890;-0.00312
6.19533;12.51960;0.04530;0.00049
6.22811;11.09680;0.04990;-0.00310
6.22811;11.46470;0.04760;-0.00116
6.22811;11.56520;0.04710;-0.00075
6.22811;11.65930;0.04270;0.00356
6.22811;11.73010;0.04450;0.00169
6.26089;10.69650;0.04610;-0.00011
6.26089;10.90450;0.04310;0.00359
6.26089;11.01170;0.05300;-0.00608
6.26089;10.89400;0.04550;0.00115
6.26089;10.84850;0.04350;0.00300
6.29367;10.02080;0.04400;-0.00023
6.29367;10.08130;0.04510;-0.00113
6.29367;10.19900;0.04250;0.00186
6.29367;10.14700;0.04800;-0.00381
6.29367;10.32480;0.04240;0.00239
6.29367;10.45710;0.04840;-0.00317
6.32645;9.47930;0.04340;0.00001
6.32645;9.32140;0.04190;0.00142
6.32645;9.05060;0.04210;0.00107
6.32645;9.21680;0.04430;-0.00104
6.32645;9.66650;0.04070;0.00281
6.35923;8.74820;0.04240;0.00095
6.35923;8.48310;0.04310;0.00050
6.35923;8.22700;0.04480;-0.00096
6.35923;8.64830;0.04180;0.00165
6.35923;9.24030;0.04590;-0.00261
6.39201;7.46280;0.04470;-0.00175
6.39201;7.56610;0.04040;0.00280
6.39201;7.65500;0.04250;0.00092
6.39201;7.84070;0.04510;-0.00124
6.39201;8.32970;0.04510;-0.00135
6.42479;6.57990;0.04230;-0.00097
6.42479;6.70690;0.03880;0.00263
6.42479;6.95360;0.04060;0.00113
6.42479;7.32310;0.04420;-0.00158
6.42479;7.48640;0.04220;0.00081
6.45757;5.82160;0.04050;0.00022
6.45757;5.99820;0.04470;-0.00384
6.45757;6.21680;0.04180;-0.00076
6.45757;6.39010;0.03960;0.00158
6.45757;6.63440;0.04110;0.00027
6.49035;4.40570;0.04390;-0.00435
6.49035;4.74270;0.03760;0.00235
6.49035;4.87530;0.03940;0.00065
6.49035;5.05230;0.04140;-0.00123
6.49035;5.23120;0.04110;-0.00080
6.49035;5.57620;0.03870;0.00184
6.52313;3.39400;0.03850;-0.00021
6.52313;3.71390;0.04260;-0.00389
6.52313;3.91170;0.03720;0.00175
6.52313;3.97970;0.03990;-0.00087
6.52313;4.14870;0.03480;0.00444
6.55591;3.27110;0.04070;-0.00258
6.55591;3.64500;0.03700;0.00161
6.55591;3.65610;0.03850;0.00013
6.55591;3.38120;0.03920;-0.00093
6.55591;3.12380;0.03800;-0.00008
6.58869;2.57340;0.03630;0.00086
6.58869;2.90140;0.03580;0.00181
6.58869;3.25080;0.03630;0.00178
6.58869;3.10240;0.03860;-0.00072
6.58869;3.04790;0.03820;-0.00039
6.62147;2.18520;0.03480;0.00164
6.62147;1.99010;0.03850;-0.00247
6.62147;2.42360;0.03330;0.00365
6.62147;2.51570;0.03950;-0.00243
6.62147;2.57040;0.03800;-0.00085
6.65425;3.21920;0.03730;0.00072
6.65425;2.58840;0.03780;-0.00064
6.65425;2.27120;0.03750;-0.00089
6.65425;2.52350;0.03640;0.00067
6.65425;2.81070;0.03460;0.00286
6.65425;2.51420;0.04020;-0.00314
6.68702;5.79280;0.03970;0.00100
6.68702;4.81390;0.03990;0.00008
6.68702;4.29400;0.04050;-0.00111
6.68702;3.98600;0.04070;-0.00169
6.68702;3.65510;0.03740;0.00120
6.71980;10.53480;0.04380;0.00208
6.71980;9.65640;0.04290;0.00083
6.71980;8.80830;0.04330;0.00008
6.71980;7.93620;0.04730;-0.00316
6.71980;6.94510;0.04380;-0.00205
6.75258;14.22440;0.05300;-0.00515
6.75258;13.49690;0.04850;-0.00120
6.75258;12.69340;0.04720;-0.00050
6.75258;11.92310;0.04430;0.00217
6.75258;11.20480;0.06070;-0.01346
6.78536;17.66570;0.04800;0.00313
6.78536;17.19820;0.05110;-0.00016
6.78536;16.56270;0.05420;-0.00348
6.78536;15.80910;0.05290;-0.00322
6.78536;15.25120;0.04740;0.00148
6.78536;14.75900;0.04620;0.00202
6.81814;20.12770;0.05500;-0.00171
6.81814;19.68220;0.05070;0.00190
6.81814;19.14350;0.05530;-0.00325
6.81814;18.68870;0.05450;-0.00245
6.81814;18.10400;0.05360;-0.00192
6.85092;22.34800;0.05620;0.00083
6.85092;21.72120;0.05240;0.00404
6.85092;21.31480;0.06260;-0.00645
6.85092;21.00010;0.05330;0.00246
6.85092;20.68440;0.05360;0.00125
6.88370;24.11150;0.05650;0.00494
6.88370;23.75280;0.05970;0.00089
6.88370;23.54810;0.05760;0.00244
6.88370;23.31470;0.05770;0.00157
6.88370;22.81970;0.06100;-0.00336
6.91648;26.64980;0.05740;0.00517
6.91648;26.22770;0.06150;0.00004
6.91648;25.86250;0.05980;0.00089
6.91648;25.71360;0.06120;-0.00085
6.91648;25.40170;0.06190;-0.00226
6.91648;24.81420;0.05680;0.00426
6.94926;28.34600;0.06550;0.00113
6.94926;28.01850;0.06550;0.00026
6.94926;27.74930;0.06460;0.00045
6.94926;27.42880;0.06300;0.00137
6.94926;27.08400;0.06800;-0.00437
6.98204;29.84370;0.06660;0.00290
6.98204;29.60110;0.06700;0.00239
6.98204;29.63600;0.07560;-0.00620
6.98204;29.36500;0.07080;-0.00153
6.98204;28.79780;0.07120;-0.00333
7.01482;31.68940;0.07440;-0.00332
7.01482;31.40970;0.06720;0.00372
7.01482;31.02690;0.06940;0.00131
7.01482;30.64920;0.07140;-0.00111
7.01482;30.23360;0.07290;-0.00310
7.04760;33.63720;0.07550;0.00191
7.04760;33.28860;0.07880;-0.00121
7.04760;32.97740;0.08100;-0.00424
7.04760;32.65250;0.07750;-0.00161
7.04760;32.22790;0.07340;0.00040
7.04760;31.88770;0.07200;-0.00010
7.08038;35.42510;0.07790;0.00519
7.08038;35.16680;0.08660;-0.00457
7.08038;34.79410;0.08000;0.00039
7.08038;34.31840;0.08130;-0.00331
7.08038;33.92940;0.07690;0.00032
7.11316;36.88390;0.08820;-0.00178
7.11316;36.59030;0.08020;0.00591
7.11316;36.36490;0.08770;-0.00192
7.11316;36.00260;0.08540;-0.00037
7.11316;35.73560;0.09040;-0.00593
7.14594;38.33970;0.08490;0.00218
7.14594;38.25650;0.08420;0.00289
7.14594;37.91820;0.08950;-0.00237
7.14594;37.43330;0.08110;0.00592
7.14594;37.04910;0.09000;-0.00320
7.17872;39.71540;0.09160;-0.00104
7.17872;39.75030;0.09310;-0.00227
7.17872;39.52450;0.09170;-0.00259
7.17872;38.88630;0.08730;0.00017
7.17872;38.38920;0.08610;0.00114
7.17872;38.32050;0.08680;0.00045
7.21150;41.19890;0.09320;0.00322
7.21150;40.95860;0.10230;-0.00634
7.21150;40.66130;0.09630;-0.00073
7.21150;40.21100;0.09450;-0.00000
7.21150;39.84800;0.09300;-0.00127
7.24428;42.82620;0.10050;-0.00335
7.24428;42.51170;0.09070;0.00544
7.24428;42.09660;0.10000;-0.00278
7.24428;41.77690;0.09530;0.00263
7.24428;41.49580;0.09710;0.00020
7.27706;44.44560;0.09650;0.00277
7.27706;44.06370;0.10270;-0.00345
7.27706;43.72950;0.09540;0.00393
7.27706;43.35880;0.10540;-0.00597
7.27706;43.10080;0.09740;0.00110
7.30984;46.42180;0.10350;0.00185
7.30984;45.82660;0.10830;-0.00522
7.30984;45.51570;0.10320;-0.00107
7.30984;45.34370;0.10170;-0.00023
7.30984;44.96340;0.09290;0.00712
7.34262;49.06640;0.11240;0.00296
7.34262;48.47630;0.11100;0.00780
7.34262;47.88340;0.11610;0.00499
7.34262;47.54960;0.11530;0.00237
7.34262;47.31200;0.12530;-0.01080
7.34262;46.96870;0.11070;-0.00030
7.37540;51.73610;0.12500;0.00344
7.37540;51.17090;0.12250;0.00047
7.37540;50.48330;0.11770;0.00311
7.37540;49.99080;0.11730;0.00404
7.37540;49.62480;0.11940;-0.00203
7.37540;49.46610;0.11360;0.00205
7.40818;53.28820;0.13550;0.00022
7.40818;52.75870;0.12820;0.00644
7.40818;52.45770;0.13440;0.00055
7.40818;52.27140;0.13440;0.00036
7.40818;52.09030;0.13660;-0.00392
7.44095;55.54520;0.15010;0.00801
7.44095;55.04620;0.15410;0.00014
7.44095;54.68460;0.14230;0.00768
7.44095;54.59990;0.14850;0.00048
7.44095;54.46720;0.13720;0.01016
7.44095;54.00510;0.13660;0.00495
7.47373;57.41100;0.16230;0.00886
7.47373;57.16500;0.17550;-0.00447
7.47373;56.89550;0.16570;0.00518
7.47373;56.53310;0.16880;-0.00132
7.47373;56.23860;0.15790;0.00553
7.47373;55.97190;0.16660;-0.00628
7.50651;58.45130;0.17450;0.01459
7.50651;58.42100;0.17760;0.01078
7.50651;58.33160;0.18310;0.00319
7.50651;58.01910;0.19060;-0.00999
7.50651;57.65750;0.17570;-0.00118
7.53929;59.91730;0.21910;-0.00621
7.53929;59.46230;0.20520;0.00297
7.53929;59.34590;0.19110;0.01595
7.53929;59.36630;0.19220;0.01505
7.53929;59.16320;0.19530;0.01000
7.53929;58.78160;0.19510;0.00322
7.57207;61.26300;0.22980;-0.01088
7.57207;61.01430;0.20530;0.01428
7.57207;60.82610;0.21740;0.00273
7.57207;60.57420;0.20920;0.01168
7.57207;60.40820;0.20420;0.01565
7.57207;60.18310;0.20620;0.01102
7.60485;62.55000;0.21450;0.00737
7.60485;62.35970;0.22380;0.00431
7.60485;62.21180;0.22140;0.01155
7.60485;61.92630;0.22480;0.01260
7.60485;61.60340;0.23350;-0.00437
7.63763;63.45210;0.24660;0.03175
7.63763;63.62510;0.24390;0.04804
7.63763;63.60950;0.24470;0.04610
7.63763;63.25510;0.25270;0.00818
7.63763;62.86940;0.23140;-0.00471
7.67041;64.94880;0.30820;0.11786
7.67041;64.91180;0.31020;0.11143
7.67041;64.97590;0.30130;0.12800
7.67041;64.87050;0.29120;0.12549
7.67041;64.36560;0.25500;0.10131
7.67041;63.71080;0.24100;0.06167
7.70319;66.27590;0.35900;0.07263
7.70319;66.33390;0.36620;0.06393
7.70319;66.31530;0.35690;0.07371
7.70319;65.87030;0.36220;0.07989
7.70319;65.29070;0.32820;0.11325
7.73597;68.21060;0.46280;0.06220
7.73597;67.90630;0.44420;0.07161
7.73597;67.66480;0.40720;0.08697
7.73597;67.39740;0.37320;0.09700
7.73597;67.01330;0.36830;0.08067
7.73597;66.58800;0.37430;0.05677
7.76875;69.53060;0.58500;0.01028
7.76875;69.04940;0.47340;0.06911
7.76875;68.87050;0.46980;0.05309
7.76875;68.70940;0.46250;0.05617
7.76875;68.46590;0.48550;0.03853
7.80153;71.15350;0.74710;0.00740
7.80153;70.92390;0.69970;0.04163
7.80153;70.70460;0.72630;0.00787
7.80153;70.47740;0.71480;0.01195
7.80153;70.31150;0.66710;0.05095
7.80153;69.99940;0.67250;-0.00194
7.83431;72.58270;1.04510;-0.06058
7.83431;72.33440;0.99470;-0.05139
7.83431;72.25560;0.98160;-0.05137
7.83431;71.94470;0.89230;-0.01366
7.83431;71.57820;0.84020;-0.01752
7.86709;73.91700;0.92310;-0.00881
7.86709;73.80440;0.90190;0.02042
7.86709;73.59990;0.90840;0.02852
7.86709;73.26680;0.96530;-0.00617
7.86709;72.85630;1.04980;-0.06567
7.89987;75.54640;0.91540;-0.03091
7.89987;75.45340;0.91090;-0.02987
7.89987;75.34880;0.91170;-0.03457
7.89987;74.97440;0.92490;-0.06171
7.89987;74.50210;0.91570;-0.03213
7.89987;74.11360;0.95080;-0.04792
7.93265;76.97910;0.94600;-0.04405
7.93265;76.97260;0.95220;-0.05030
7.93265;76.72180;0.93990;-0.04011
7.93265;76.19280;0.94200;-0.04592
7.93265;75.75590;0.95510;-0.06174
7.96543;78.75040;0.94860;-0.05690
7.96543;78.59450;0.99120;-0.11177
7.96543;78.33020;1.00440;-0.14579
7.96543;77.84990;1.00640;-0.14564
7.96543;77.29130;0.95540;-0.05072
7.96543;76.94290;0.96740;-0.06549
7.99821;80.06380;1.00190;-0.06645
7.99821;79.82340;0.94940;-0.03534
7.99821;79.30760;0.97250;-0.07191
7.99821;78.79240;0.95520;-0.06282
7.99821;78.72890;0.96730;-0.07987
8.03099;81.18610;0.94710;-0.00813
8.03099;80.89440;0.96480;-0.01450
8.03099;80.61960;0.98140;-0.02042
8.03099;80.38960;1.01530;-0.05603
8.03099;80.13680;0.98070;-0.04324
8.06377;82.91280;0.94080;-0.05891
8.06377;82.56440;0.93250;-0.04260
8.06377;82.26620;0.93060;-0.03390
8.06377;82.09830;0.90020;0.00033
8.06377;81.86130;0.92220;-0.01316
8.06377;81.59160;0.94940;-0.03026
8.09655;84.04970;0.91330;-0.06974
8.09655;83.84000;0.90270;-0.04958
8.09655;83.88680;0.85210;-0.00112
8.09655;83.78830;0.89220;-0.03672
8.09655;83.39550;0.92410;-0.05677
8.12933;85.54190;0.81950;-0.03601
8.12933;85.26650;0.84410;-0.05261
8.12933;85.11760;0.84530;-0.04805
8.12933;84.85170;0.82180;-0.01425
8.12933;84.50990;0.84990;-0.02911
8.16211;86.74100;0.75860;-0.01641
8.16211;86.33090;0.77150;-0.01280
8.16211;86.06210;0.79260;-0.02398
8.16211;85.98710;0.78940;-0.01881
8.16211;86.03350;0.80720;-0.03783
8.16211;85.81930;0.79900;-0.02401
8.19488;87.75000;0.80730;-0.06966
8.19488;87.41990;0.73700;-0.00115
8.19488;87.25360;0.73840;-0.00346
8.19488;87.12110;0.75830;-0.02408
8.19488;87.07060;0.74150;-0.00755
8.22766;89.18670;0.73520;-0.03676
8.22766;88.71520;0.70520;0.00071
8.22766;88.52680;0.72260;-0.01224
8.22766;88.43420;0.70660;0.00707
8.22766;88.37390;0.72040;-0.00458
8.22766;88.03960;0.73480;-0.00705
8.26044;90.12840;0.70440;-0.01673
8.26044;89.88720;0.70340;-0.01324
8.26044;89.79920;0.70910;-0.01803
8.26044;89.74150;0.68850;0.00317
8.26044;89.48890;0.70780;-0.01352
8.29322;91.12160;0.71840;-0.00738
8.29322;90.91860;0.72730;-0.02197
8.29322;90.94850;0.70610;0.00010
8.29322;90.82800;0.72360;-0.02090
8.29322;90.52970;0.73730;-0.04326
8.32600;92.56800;0.72810;-0.00588
8.32600;92.21160;0.76460;-0.04359
8.32600;92.08920;0.73330;-0.01271
8.32600;92.00930;0.76510;-0.04478
8.32600;91.85440;0.73810;-0.01905
8.32600;91.49350;0.74760;-0.03240
8.35878;93.51190;0.72780;-0.02630
8.35878;93.15280;0.71050;0.00191
8.35878;93.12710;0.69620;0.01699
8.35878;93.04700;0.71900;-0.00338
8.35878;92.91500;0.73500;-0.01537
8.39156;94.49960;0.72800;-0.06664
8.39156;94.29910;0.71420;-0.04446
8.39156;94.23920;0.71130;-0.03906
8.39156;94.21750;0.71630;-0.04315
8.39156;93.92850;0.73660;-0.05138
8.42434;95.75430;0.69760;-0.02039
8.42434;95.65730;0.72410;-0.04668
8.42434;95.30470;0.72940;-0.05301
8.42434;94.95810;0.74140;-0.07235
8.42434;94.79850;0.75590;-0.09023
8.42434;94.72190;0.72840;-0.06435
8.45712;96.62840;0.65880;-0.01212
8.45712;96.23280;0.71740;-0.04272
8.45712;95.95150;0.74130;-0.06601
8.45712;95.81950;0.71700;-0.04142
8.45712;95.74380;0.71650;-0.04076
8.48990;97.39360;0.62070;-0.01419
8.48990;97.35350;0.66230;-0.05538
8.48990;97.12150;0.64120;-0.03178
8.48990;96.97870;0.62530;-0.00540
8.48990;96.84110;0.65510;-0.02509
8.52268;98.52440;0.62090;-0.04157
8.52268;98.42360;0.59520;-0.01197
8.52268;98.25390;0.61550;-0.02571
8.52268;97.83340;0.67470;-0.07344
8.52268;97.56000;0.65600;-0.05198
8.55546;99.91560;0.58010;-0.03163
8.55546;99.62690;0.56160;-0.00810
8.55546;99.41330;0.57850;-0.02175
8.55546;99.22420;0.58280;-0.02318
8.55546;98.87650;0.61150;-0.04639
8.55546;98.61420;0.58400;-0.00876
8.58824;101.23320;0.51770;-0.00402
8.58824;100.54750;0.56470;-0.02872
8.58824;100.15220;0.56110;-0.01743
8.58824;100.15480;0.56890;-0.02528
8.58824;100.19020;0.61010;-0.06717
8.62102;102.27180;0.50530;-0.01953
8.62102;101.64170;0.54250;-0.04198
8.62102;101.37590;0.51790;-0.00894
8.62102;101.43370;0.48930;0.01764
8.62102;101.50680;0.52000;-0.01561
8.65380;103.75170;0.48530;-0.01235
8.65380;103.29030;0.50280;-0.02080
8.65380;102.90790;0.52550;-0.04376
8.65380;102.69160;0.51230;-0.03071
8.65380;102.78930;0.48390;-0.00224
8.65380;102.73890;0.48080;0.00082
8.68658;104.84810;0.46610;-0.01070
8.68658;104.59950;0.46650;-0.00931
8.68658;104.48670;0.45810;-0.00010
8.68658;104.46350;0.48070;-0.02253
8.68658;104.16340;0.47640;-0.01354
